anopheles.n.01	anopheles.n.01
downshift.n.01	downshift.n.01
tying.n.01	tying.n.01
scincus.n.01	scincus.n.01
and_circuit.n.01	and_circuit.n.01
enema.n.01	enema.n.01
scission.n.01	scission.n.01
tease.n.03	teasing.n.02
action.n.01	action.n.01
salve.n.02	salve.n.02
advent.n.01	advent.n.01
escape.n.04	escape.n.04
rounders.n.01	rounders.n.01
tail_feather.n.01	tail_feather.n.01
abduction.n.02	abduction.n.02
admiral.n.02	admiral.n.02
armyworm.n.03	armyworm.n.01
dive.n.02	dive.n.03
incurring.n.01	incurring.n.01
facility.n.04	facility.n.04
aborticide.n.02	abortifacient.n.01
vertebrata.n.01	vertebrata.n.01
modern_dance.n.01	modern_dance.n.01
clupeid_fish.n.01	clupeid_fish.n.01
location.n.01	location.n.01
cur.n.01	bastard.n.03
brahman.n.04	brahman.n.04
blacktip_shark.n.01	blacktip_shark.n.01
navigation.n.02	navigation.n.02
blood_sport.n.01	blood_sport.n.01
rynchops.n.01	rynchops.n.01
maximization.n.02	maximization.n.02
bovidae.n.01	bovidae.n.01
sipuncula.n.01	sipuncula.n.01
house_arrest.n.01	house_arrest.n.01
levitation.n.03	levitation.n.03
lottery.n.02	drawing.n.03
pinscher.n.01	pinscher.n.01
jumpstart.n.01	jumpstart.n.01
discrimination.n.01	discrimination.n.01
tamarau.n.01	tamarau.n.01
crocodile_bird.n.01	crocodile_bird.n.01
cooking.n.01	cooking.n.01
diaspididae.n.01	diaspididae.n.01
fourth_crusade.n.01	fourth_crusade.n.01
storage.n.01	storage.n.03
manchester_terrier.n.01	manchester_terrier.n.01
crack.n.09	passing.n.07
atlantic_cod.n.01	atlantic_cod.n.01
bell_ringing.n.03	bell_ringing.n.03
band.n.07	band.n.07
game.n.11	game.n.01
balaeniceps.n.01	balaeniceps.n.01
dorylinae.n.01	dorylinae.n.01
physeteridae.n.01	physeteridae.n.01
genus_lemur.n.01	genus_lemur.n.01
ganoid.n.01	ganoid.n.01
alligatoridae.n.01	alligatoridae.n.01
hemiramphidae.n.01	hemiramphidae.n.01
operations.n.01	operation.n.03
board_game.n.01	board_game.n.01
fumble.n.01	fumble.n.01
diathermy.n.01	diathermy.n.01
kamchatkan_sea_eagle.n.01	kamchatkan_sea_eagle.n.01
directorship.n.01	directorship.n.01
giant_panda.n.01	giant_panda.n.01
argonautidae.n.01	argonautidae.n.01
bacillus_anthracis.n.01	bacillus_anthracis.n.01
exploration.n.02	exploration.n.01
cooperation.n.02	cooperation.n.02
dichotomization.n.01	dichotomization.n.01
pintail.n.01	pintail.n.01
subvention.n.02	subvention.n.02
angiocardiogram.n.01	angiocardiogram.n.01
pellicle.n.01	pellicle.n.01
mastotermes_electrodominicus.n.01	mastotermes_electrodominicus.n.01
cricket.n.02	cricket.n.02
wholesale.n.01	wholesale.n.01
fifth_crusade.n.01	fifth_crusade.n.01
fire.n.02	discharge.n.09
operating_procedure.n.01	operating_procedure.n.01
ichyostega.n.01	ichyostega.n.01
employee-owned_enterprise.n.01	employee-owned_enterprise.n.01
riding.n.01	riding.n.02
smuggling.n.01	smuggling.n.01
cuttlefish.n.01	cuttlefish.n.01
owl.n.01	owl.n.01
break.n.14	respite.n.02
black_bee.n.01	black_bee.n.01
adz.n.01	adz.n.01
xenosauridae.n.01	xenosauridae.n.01
in-fighting.n.01	in-fighting.n.02
septation.n.01	septation.n.01
ransacking.n.01	ransacking.n.01
synchronization.n.03	synchronization.n.03
terrain_intelligence.n.01	terrain_intelligence.n.01
lesser_prairie_chicken.n.01	lesser_prairie_chicken.n.01
broadtail.n.02	broadtail.n.02
barrelhouse.n.01	barrelhouse.n.01
valvotomy.n.01	valvotomy.n.01
interception.n.02	interception.n.02
atlantic_herring.n.01	atlantic_herring.n.01
planning.n.02	planning.n.02
drain.n.01	drain.n.01
bob.n.07	bob.n.07
squid.n.02	squid.n.02
smack.n.05	smack.n.05
reduplication.n.04	reduplication.n.04
disaster.n.03	disaster.n.03
purge.n.03	purge.n.02
split.n.09	split.n.01
zaglossus.n.01	zaglossus.n.01
harness_horse.n.01	harness_horse.n.01
