tomistoma.n.01	tomistoma.n.01
anopheles.n.01	anopheles.n.01
centering.n.02	centering.n.02
pademelon.n.01	pademelon.n.01
tying.n.01	tying.n.01
tick.n.02	tick.n.02
support.n.08	support.n.02
intemperance.n.02	intemperance.n.03
hobby.n.03	avocation.n.01
admiralty.n.02	admiralty.n.02
silverfish.n.01	silverfish.n.02
fregatidae.n.01	fregatidae.n.01
film_editing.n.01	carving.n.02
glossy_snake.n.01	glossy_snake.n.01
prosimii.n.01	prosimii.n.01
snakeblenny.n.01	snakeblenny.n.01
dramatization.n.01	dramatization.n.02
downshift.n.01	downshift.n.01
operations.n.01	operation.n.07
guard.n.09	precaution.n.01
weightlift.n.01	weightlift.n.01
scission.n.01	scission.n.01
arctiidae.n.01	arctiidae.n.01
tease.n.03	teasing.n.02
castration.n.01	castration.n.02
action.n.01	action.n.01
white_croaker.n.02	white_croaker.n.02
black-headed_snake.n.01	black-headed_snake.n.01
reaction.n.07	reaction.n.03
saury.n.01	billfish.n.02
bestiality.n.02	bestiality.n.02
icteridae.n.01	icteridae.n.01
escape.n.04	escape.n.04
parainfluenza_virus.n.01	parainfluenza_virus.n.01
suckling.n.04	suckling.n.03
shallow_fording.n.01	shallow_fording.n.01
cut.n.14	undercut.n.05
admiral.n.02	admiral.n.02
service.n.01	servicing.n.01
armyworm.n.03	armyworm.n.01
agitation.n.05	agitation.n.04
hyphenation.n.02	word_division.n.01
physical_entity.n.01	physical_entity.n.01
angiotensin_i.n.01	angiotensin_i.n.01
aborticide.n.02	abortifacient.n.01
abstraction.n.02	abstraction.n.02
neuroplasty.n.01	neuroplasty.n.01
coral_snake.n.02	coral_snake.n.01
giant_silkworm_moth.n.01	bombycid.n.01
scomberesocidae.n.01	scomberesocidae.n.01
delivery.n.04	rescue.n.01
climbing_perch.n.01	climbing_perch.n.01
horseshoe_bat.n.02	horseshoe_bat.n.02
brahman.n.04	brahman.n.04
split.n.09	schism.n.01
gnathostome.n.01	gnathostome.n.01
blacktip_shark.n.01	blacktip_shark.n.01
close_call.n.01	close_call.n.01
old_world_monkey.n.01	old_world_monkey.n.01
blood_sport.n.01	blood_sport.n.01
centralization.n.01	centralization.n.02
cytomegalovirus.n.01	cytomegalovirus.n.01
test.n.02	test.n.02
duck_down.n.01	duck_down.n.01
chicken_louse.n.01	chicken_louse.n.01
green_woodpecker.n.01	green_woodpecker.n.01
sauromalus.n.01	sauromalus.n.01
one-night_stand.n.01	one-night_stand.n.01
breeding.n.03	breeding.n.03
swing.n.04	baseball_swing.n.01
division.n.11	division.n.11
spanish_mackerel.n.03	spanish_mackerel.n.02
disregard.n.02	negligence.n.01
ling.n.04	burbot.n.01
activation.n.03	energizing.n.01
red_jungle_fowl.n.01	red_jungle_fowl.n.01
back_door.n.01	back_door.n.01
facility.n.05	facility.n.04
lottery.n.02	drawing.n.03
doliolidae.n.01	doliolidae.n.01
breakthrough.n.02	breakthrough.n.02
arrival.n.02	arrival.n.01
colubridae.n.01	colubridae.n.01
bay.n.07	bay.n.07
flex.n.01	flex.n.01
sale.n.03	sale.n.01
goatfish.n.01	goatfish.n.01
spraying.n.03	crop-dusting.n.01
stizidae.n.01	stizidae.n.01
suspension.n.07	suspension.n.06
crocodile_bird.n.01	crocodile_bird.n.01
adoration.n.02	adoration.n.02
pyrrhocoridae.n.01	pyrrhocoridae.n.01
ouranopithecus.n.01	ouranopithecus.n.01
killdeer.n.01	killdeer.n.01
billiards.n.01	billiards.n.01
drive.n.12	drive.n.06
diaspididae.n.01	diaspididae.n.01
somersault.n.01	flip.n.03
frankliniella.n.01	frankliniella.n.01
lining.n.03	lining.n.03
cast.n.07	casting.n.03
dermacentor.n.01	dermacentor.n.01
storage.n.01	storage.n.03
lie-in.n.01	lie-in.n.01
vibrio.n.01	vibrio.n.01
polychaete.n.01	polychaete.n.01
crack.n.09	passing.n.07
salamandridae.n.01	salamandridae.n.01
cut.n.15	cut.n.19
atlantic_cod.n.01	atlantic_cod.n.01
piranha.n.02	piranha.n.02
screech_owl.n.02	screech_owl.n.02
vault.n.04	vault.n.04
bull.n.01	bull.n.11
correction.n.01	discipline.n.05
